sampleID,read_count,"Bacteria,",p_NA,g_Actinobaculum,g_Actinomyces,g_Arcanobacterium,g_Mobiluncus,g_Varibaculum,g_Alloscardovia,g_Bifidobacterium,g_Gardnerella,Gardnerella_vaginalis,f_Corynebacteriaceae,g_Corynebacterium,g_Lawsonella,g_Rhodococcus,o_Micrococcales,g_Brevibacterium,g_Cellulomonas,g_Dermabacter,g_Leifsonia,g_Zimmermannella,g_Micrococcus,g_Rothia,g_Propionibacterium,g_Atopobium,Atopobium_deltae,Atopobium_minutum,Atopobium_parvulum,Atopobium_vaginae,g_Collinsella,g_Olsenella,g_Senegalimassilia,g_Slackia,o_Bacteroidales,g_Bacteroides,f_Porphyromonadaceae,g_Parabacteroides,g_Porphyromonas,g_Alloprevotella,g_Prevotella,Prevotella_amnii,Prevotella_bivia,Prevotella_buccalis,Prevotella_disiens,Prevotella_nigrescens,Prevotella_timonensis,Prevotella_bergensis,Prevotella_corporis,Prevotella_salivae,Prevotella_denticola,Prevotella_histicola,Prevotella_melaninogenica,f_Prevotellaceae,g_Alistipes,g_Mucinivorans,f_Rikenellaceae,g_Bergeyella,c_Chloroplast,g_Mucispirillum,g_Bacillus,g_Gemella,g_Listeria,g_Staphylococcus,o_Lactobacillales,g_Aerococcus,g_Eremococcus,g_Facklamia,g_Globicatella,g_Granulicatella,g_Enterococcus,g_Lactobacillus,Lactobacillus_coleohominis,Lactobacillus_crispatus,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Lactobacillus_reuteri,g_Lactococcus,g_Streptococcus,o_Clostridiales,f_Family_XI,g_Anaerococcus,g_Ezakiella,g_Finegoldia,g_Gallicola,g_Helcococcus,g_Murdochiella,g_Parvimonas,g_Peptoniphilus,f_Family_XIII,f_Lachnospiraceae,g_Anaerostipes,g_Blautia,g_Coprococcus,g_Dorea,g_Fusicatenibacter,g_Howardella,g_Johnsonella,g_Lachnoclostridium,g_Lachnospira,g_Moryella,g_Oribacterium,g_Roseburia,g_Peptococcus,f_Peptostreptococcaceae,g_Filifactor,g_Intestinibacter,g_Peptoclostridium,g_Peptostreptococcus,f_Ruminococcaceae,g_Anaerotruncus,g_Butyricicoccus,g_Faecalibacterium,g_Fastidiosipila,g_Oscillibacter,g_Ruminiclostridium,g_Ruminococcus,g_Subdoligranulum,g_Bulleidia,f_Erysipelotrichaceae,g_Solobacterium,f_Veillonellaceae,g_Dialister,g_Megasphaera,g_Negativicoccus,g_Veillonella,g_Fusobacterium,g_Leptotrichia,g_Sneathia,Sneathia_amnii,Sneathia_sanguinegens,g_Bosea,g_Methylobacterium,f_Rhodospirillaceae,c_Betaproteobacteria,g_Parasutterella,g_Sutterella,g_Lautropia,g_Massilia,f_Neisseriaceae,g_Neisseria,g_Desulfovibrio,g_Campylobacter,g_Succinivibrio,f_Enterobacteriaceae,g_Enterobacter,g_Escherichia/Shigella,g_Salmonella,g_Actinobacillus,g_Aggregatibacter,g_Haemophilus,g_Acinetobacter,g_Enhydrobacter,g_Psychrobacter,g_Pseudomonas,g_Jonquetella,g_Mycoplasma,g_Ureaplasma,g_Akkermansia,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
subject_11_day40,5396,0,0,0,0,0,0,0,0,0,0,3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006984432815339981,0.011343591033160226,0.06240158420346343,0.0336822886962252,0.10762405242706316,0.2866884401188431,0.6184797033476882,0.04096059012351761,0.01717235633250044,0.01061568875435413,0.001986806727808929,0.04503978482539826,0.07203046936431416,IV-B,0.6184797033476882,IV-B
subject_11_day41,13492,0,0,0,0,0,0,0,0,0,0,10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0.0007422706993001968,0.011795217205435766,0.0636165699412614,0.03805229903009392,0.11178689014348059,0.266173676845817,0.5867230433912848,0.03935429258638112,0.0175581284942365,0.010719751166630154,0.0020931357806364243,0.04538090555945716,0.07347216438791496,IV-B,0.5867230433912848,IV-B
subject_11_day42,4021,0,0,0,0,0,0,0,0,0,3,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0.0013155284203754467,0.022902620586962942,0.07458521377254528,0.1930031495913,0.28879628236725635,0.279935707360978,0.6539937749842787,0.06545649249996775,0.021696650577306752,0.013376821906914929,0.0024761719475371855,0.08065327752238405,0.13862679863239155,IV-B,0.6539937749842787,IV-B
subject_11_day5,9191,0,0,0,0,0,0,0,0,0,0,3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,4652,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,125,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,348,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.00040370000673647835,0.0065428233741869676,0.03767565909525619,0.013423770852699132,0.05780714879186219,0.20977507397828996,0.33901022767416844,0.02788207901192766,0.010556119588897586,0.006526523708403897,0.0013068425545816023,0.026876367623484176,0.041749542680549416,IV-B,0.33901022767416844,IV-B
subject_11_day6,4413,0,0,0,0,0,0,0,0,0,0,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,2295,0,0,0,6,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,192,85,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0003307667015757052,0.00533347295665611,0.03299062193996459,0.004771388655708312,0.04331492898826757,0.1939633074038617,0.3018634344390604,0.02688020944929942,0.009349698242475096,0.0057274461785582365,0.001331769154519159,0.02242088523076729,0.03397574421679413,IV-B,0.3018634344390604,IV-B
subject_11_day7,3791,0,0,0,0,0,0,0,0,0,0,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,72,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,90,112,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030065098478087383,0.0048494501169945485,0.030596353718302705,0.0026991300985234304,0.03852025090453435,0.18674535973990325,0.2821423690208839,0.02529632214154474,0.008607615279394637,0.005399980752754989,0.0012046787230900599,0.020612486738369757,0.03093488213650274,IV-B,0.2821423690208839,IV-B
subject_11_day9,5186,0,0,0,0,0,0,0,0,0,0,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,3,0,0,0,0,0,0,0,309,0,0,0,40,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,17,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,142,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006078494236895384,0.009327767422667978,0.06082081454217032,0.007830376325284341,0.07860905805274687,0.2650242335321056,0.5817441638689284,0.03550566035367856,0.016682516224931738,0.010119607920795052,0.0023085121185319915,0.038064628180186494,0.05994327863604578,IV-B,0.5817441638689284,IV-B
subject_126_day10,15050,0,0,0,0,0,0,0,0,0,0,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1926,0,563,0,194,0,55,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,8719,0,0,0,1473,60,0,0,57,0,0,62,0,166,0,0,0,0,97,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,0,0,0,4,0,0,0,0,0,0,0,0,0,116,0,97,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0031739212846293823,0.016870350751282577,0.009394925600994017,0.08086778942350825,0.09040035507442673,0.02474101764810888,0.03049046858124633,0.029260675475845117,0.007270776539579712,0.0026093227699315246,0.0024573475637361536,0.023810054094592005,0.04167860715361408,III-B,0.09040035507442673,III
subject_126_day11,34981,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34161,0,0,0,438,76,0,0,9,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0.0032030095542899878,0.009655157630799306,0.000788532070926968,0.006695635541387435,0.009049520252279909,0.0008634497494130185,0.0016514100518582402,0.001139293875459151,0.0003689832718645597,0.00020449979633027136,5.633517841959808e-05,0.0015243266596268322,0.0046404093326361745,I-B,0.009655157630799306,I
subject_126_day12,12914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12434,0,0,0,206,57,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0.0032243084652113355,0.00991349817070845,0.0009293085190159975,0.008633640440125646,0.010788915660526035,0.001171286164112019,0.001895884397080988,0.0014220610031430226,0.0003832788458781478,0.00024437976799938704,5.244812527625323e-05,0.0018951007835607426,0.006307438276912725,III-B,0.010788915660526035,III
subject_126_day13,4708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4483,0,0,0,67,41,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.0032438873696213574,0.010013239135870959,0.0008797628818016359,0.007896985154215469,0.010191516003123265,0.0010918679141562833,0.001759110387219503,0.0013935577164753202,0.0008291814205160709,0.0003370727098541791,0.0002078902714351874,0.0027012271812201674,0.007872218246474631,III-B,0.010191516003123265,III
subject_126_day14,11735,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11413,0,0,0,85,25,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0.0031902527405434514,0.009444278861539222,0.0005723691927154161,0.003991651280244796,0.006675663868338566,0.0006308508550659841,0.0012086320037468486,0.0007748170124555101,0.00016550738473292584,0.0001496072609759888,3.911526045927827e-05,0.0010892428200737286,0.0036274108168442985,I-B,0.009444278861539222,I
subject_126_day15,9183,0,0,0,4,0,0,0,0,0,0,35,0,24,12,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1321,0,368,0,202,0,33,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,4663,0,0,0,686,24,0,0,23,0,0,32,0,103,0,0,0,0,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,0,0,0,5,0,0,0,0,0,0,0,0,0,96,0,142,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0.0029125050162063667,0.015405697458726995,0.00836745041731725,0.06461139224249786,0.07569656648636255,0.02752650821216127,0.029054001839211,0.03283191896884833,0.006581413631769054,0.0033047869884919763,0.0037082219964618183,0.037257569819195056,0.035159116940666875,III-B,0.07569656648636255,III
subject_126_day17,11573,0,0,0,5,0,0,0,0,0,0,57,0,70,34,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1417,0,385,0,459,0,76,6,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,4507,0,0,0,1699,19,0,0,41,0,0,33,0,93,0,0,0,0,80,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,288,0,0,0,22,0,0,0,0,0,0,0,5,0,0,0,96,0,0,0,0,0.0028149178934070893,0.021551184688087737,0.016861906745640764,0.14845460380993317,0.18053290197434887,0.045401558188891716,0.06238505120250963,0.06740668888566269,0.011612630550927401,0.006846572899279803,0.005635187709997108,0.08893832748587595,0.07648681732003157,III-B,0.18053290197434887,III
subject_126_day18,16823,0,0,0,0,0,0,0,0,0,0,83,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,33,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,15406,0,0,0,862,25,0,0,25,0,0,6,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,3,0,0.0033039313658010687,0.011694381686394448,0.003026737891060403,0.029016679683041714,0.02983387792313132,0.0041363586213889435,0.00783044331099924,0.004720345942915731,0.0018889884482795206,0.0008583776987306224,0.0003375560537780457,0.007431464625213535,0.013305375767374242,III-B,0.02983387792313132,III
subject_126_day19,16444,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,40,0,42,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,2,15581,0,0,0,188,61,30,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,93,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,0,0.0032161174720197645,0.009806975657101506,0.0009579679837373181,0.006373459118558704,0.009065627406244847,0.0016873007854220272,0.002640614002440981,0.001454309072748806,0.00032451198505296995,0.0003111196274817528,0.00011336030392589511,0.00175984275578896,0.00541749828579412,I-B,0.009806975657101506,I
subject_126_day20,2710,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2060,0,0,0,402,20,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0.003566604759612741,0.018410174669853237,0.011751382043840136,0.10497277890130491,0.10777427679126486,0.020448791141467613,0.039222579065241424,0.018349369075337706,0.006845137286520517,0.0031233747882546637,0.000975627799666887,0.027717481964834804,0.04957968779647581,III-B,0.10777427679126486,III
subject_126_day21,9111,0,0,0,0,0,0,0,0,0,0,246,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,5,6380,0,0,0,1798,38,0,0,24,0,0,7,0,22,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,176,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,48,0,0,0,0,0.003632110661669453,0.02175346851175722,0.015364110311153,0.15292180217895687,0.1574241532176696,0.025131471958530032,0.0489376629635853,0.027327111978809666,0.007653470163674228,0.004794500213341277,0.0014278380835381563,0.04442398957303812,0.06681489505478398,III-B,0.1574241532176696,III
subject_126_day23,7227,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7070,0,0,0,54,27,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.003199534595932539,0.009498757929394263,0.0006894218499463098,0.0041247222705369435,0.006905153212417618,0.000924009582994813,0.0017954925807195704,0.0008558378965439525,0.0007156931994721009,0.00019253069538942326,0.00012901029841472594,0.001055608588108875,0.004395205200191113,I-B,0.009498757929394263,I
subject_126_day24,10365,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10072,0,0,0,177,27,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0.003218579195368858,0.009898391601639593,0.0011013135441072755,0.009121349406610722,0.01133475055141829,0.0013300016271807476,0.00266054111883523,0.0015491277359286977,0.0003651073562059522,0.00026656667916639514,4.579587385794256e-05,0.002052050015982866,0.005836666385031479,III-B,0.01133475055141829,III
subject_126_day25,10474,0,0,0,0,0,0,0,0,0,0,162,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,8,0,0,0,0,0,525,0,123,0,327,0,0,4,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,6987,0,0,0,401,24,35,0,5,0,0,54,28,50,0,0,0,0,27,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,0,0,0,63,0,0,0,0,0,0,0,0,0,14,0,57,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0.003128803488041929,0.012569611783553768,0.005056889681658007,0.028188313091177523,0.03392120100843194,0.0140010838005051,0.01879270427796628,0.013326605575819668,0.002746150183992703,0.0014459516303559144,0.0014432285163947728,0.013610569724458378,0.016855088843261968,III-B,0.03392120100843194,III
subject_126_day26,21386,0,10,0,13,0,0,0,0,0,0,45,0,53,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1077,0,455,0,0,0,0,0,48,6,7237,0,0,0,184,186,0,0,7761,0,0,32,12,43,0,0,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,551,0,8,0,0,0,0,0,0,0,0,0,0,158,0,143,0,0,0,0,0,0,0,129,40,2938,0,0,11,57,0,0,0,0,0.0020716695513603362,0.01225248110333286,0.009901520981608491,0.00973933954648675,0.02343656911874644,0.004956823048200495,0.013824700713475638,0.08132579248111439,0.5157638684198415,0.02386694881475477,0.07789758257635133,0.07118751653877911,0.014492827028082399,IV-C1,0.5157638684198415,IV-C
subject_126_day27,8001,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,220,0,26,0,0,0,0,0,0,0,4112,0,0,0,1610,209,0,0,1220,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,79,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.0035877872817255754,0.027466445607023795,0.02530549185557445,0.19034089152936448,0.22398339173999146,0.04619772866259908,0.09397669784249375,0.07050391554373509,0.16071834811294286,0.01384244879543949,0.027799431541270236,0.07227382001645763,0.11340465954958598,III-B,0.22398339173999146,III
subject_126_day28,16813,0,0,0,2,0,0,0,0,0,0,3278,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,28,0,13,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,26,0,14,0,30,0,0,0,0,0,8248,0,0,0,4247,152,23,0,203,0,0,41,3,25,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,159,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,71,0,0,0,0,0.003564500835501055,0.030243965684836623,0.04117305003320688,0.2475298418353183,0.30820926124729625,0.11494082510769325,0.23720911248393903,0.06537969546674934,0.023931416380001805,0.009234299661502021,0.003284984254270301,0.07471397188556005,0.13558140465850177,III-B,0.30820926124729625,III
subject_126_day29,6528,0,0,0,0,0,0,0,0,0,0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3278,0,0,0,1918,74,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0036822298226389123,0.03215952061681701,0.04069397589157813,0.29079700977812545,0.3471474088763097,0.10418224171827986,0.21437163985624158,0.06456109618797623,0.015153766694634098,0.008844148275700897,0.0013201197550216153,0.07788049098804853,0.14828919347597455,III-B,0.3471474088763097,III
subject_126_day3,13161,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,5,0,0,8132,0,0,0,4748,14,0,0,9,0,0,3,12,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.00381519396883767,0.03075252452824211,0.024436979352453272,0.3246571949785531,0.32489417260241166,0.03184572248611577,0.06625890521160482,0.04765472078376999,0.009746420474916223,0.00626817723222072,0.000669395389683592,0.0662530092780618,0.1206983309785875,III-B,0.32489417260241166,III
