sampleID,read_count,"Bacteria,",p_NA,g_Actinobaculum,g_Actinomyces,g_Arcanobacterium,g_Mobiluncus,g_Varibaculum,g_Alloscardovia,g_Bifidobacterium,g_Gardnerella,Gardnerella_vaginalis,f_Corynebacteriaceae,g_Corynebacterium,g_Lawsonella,g_Rhodococcus,o_Micrococcales,g_Brevibacterium,g_Cellulomonas,g_Dermabacter,g_Leifsonia,g_Zimmermannella,g_Micrococcus,g_Rothia,g_Propionibacterium,g_Atopobium,Atopobium_deltae,Atopobium_minutum,Atopobium_parvulum,Atopobium_vaginae,g_Collinsella,g_Olsenella,g_Senegalimassilia,g_Slackia,o_Bacteroidales,g_Bacteroides,f_Porphyromonadaceae,g_Parabacteroides,g_Porphyromonas,g_Alloprevotella,g_Prevotella,Prevotella_amnii,Prevotella_bivia,Prevotella_buccalis,Prevotella_disiens,Prevotella_nigrescens,Prevotella_timonensis,Prevotella_bergensis,Prevotella_corporis,Prevotella_salivae,Prevotella_denticola,Prevotella_histicola,Prevotella_melaninogenica,f_Prevotellaceae,g_Alistipes,g_Mucinivorans,f_Rikenellaceae,g_Bergeyella,c_Chloroplast,g_Mucispirillum,g_Bacillus,g_Gemella,g_Listeria,g_Staphylococcus,o_Lactobacillales,g_Aerococcus,g_Eremococcus,g_Facklamia,g_Globicatella,g_Granulicatella,g_Enterococcus,g_Lactobacillus,Lactobacillus_coleohominis,Lactobacillus_crispatus,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Lactobacillus_reuteri,g_Lactococcus,g_Streptococcus,o_Clostridiales,f_Family_XI,g_Anaerococcus,g_Ezakiella,g_Finegoldia,g_Gallicola,g_Helcococcus,g_Murdochiella,g_Parvimonas,g_Peptoniphilus,f_Family_XIII,f_Lachnospiraceae,g_Anaerostipes,g_Blautia,g_Coprococcus,g_Dorea,g_Fusicatenibacter,g_Howardella,g_Johnsonella,g_Lachnoclostridium,g_Lachnospira,g_Moryella,g_Oribacterium,g_Roseburia,g_Peptococcus,f_Peptostreptococcaceae,g_Filifactor,g_Intestinibacter,g_Peptoclostridium,g_Peptostreptococcus,f_Ruminococcaceae,g_Anaerotruncus,g_Butyricicoccus,g_Faecalibacterium,g_Fastidiosipila,g_Oscillibacter,g_Ruminiclostridium,g_Ruminococcus,g_Subdoligranulum,g_Bulleidia,f_Erysipelotrichaceae,g_Solobacterium,f_Veillonellaceae,g_Dialister,g_Megasphaera,g_Negativicoccus,g_Veillonella,g_Fusobacterium,g_Leptotrichia,g_Sneathia,Sneathia_amnii,Sneathia_sanguinegens,g_Bosea,g_Methylobacterium,f_Rhodospirillaceae,c_Betaproteobacteria,g_Parasutterella,g_Sutterella,g_Lautropia,g_Massilia,f_Neisseriaceae,g_Neisseria,g_Desulfovibrio,g_Campylobacter,g_Succinivibrio,f_Enterobacteriaceae,g_Enterobacter,g_Escherichia/Shigella,g_Salmonella,g_Actinobacillus,g_Aggregatibacter,g_Haemophilus,g_Acinetobacter,g_Enhydrobacter,g_Psychrobacter,g_Pseudomonas,g_Jonquetella,g_Mycoplasma,g_Ureaplasma,g_Akkermansia,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
subject_160_day8,12396,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8502,38,0,8,2634,438,58,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,581,0,0.0038615402004895058,0.023747744501312413,0.015140791405082307,0.1689650303850726,0.17100942072006856,0.018648299636259146,0.03872047741379832,0.02805550784680144,0.0056031891233865715,0.0038446647315126983,0.00039355282368827,0.037813369035590884,0.09268785294376422,III-B,0.17100942072006856,III
subject_160_day9,12155,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,7514,16,0,0,3054,743,0,0,4,0,0,19,0,19,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,48,0,0,453,0,0.004065141769510014,0.028269948014469665,0.019083441017542585,0.22020532782738542,0.22918452727332828,0.025887223851419096,0.05398279070275573,0.03890371543513222,0.0075285903575913185,0.005071846514948326,0.0006664334666189277,0.05051857705984045,0.13832408267568475,III-B,0.22918452727332828,III
subject_29_day1,6981,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,3942,0,0,0,2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.002438712146894798,0.044220370158318346,0.05594233101380703,0.7075141468502905,0.7812938985476705,0.08700070864575966,0.18926358661401965,0.14588516692109504,0.3326630074358902,0.02709876037428048,0.05001411118236501,0.16530950978660203,0.24003265948607463,III-B,0.7812938985476705,III
subject_29_day10,14450,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14223,0,0,0,150,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.0031857319980995807,0.009473016452437335,0.0006461552400105541,0.005504897579680005,0.007923243384456833,0.0005601017964489361,0.0011843914556499838,0.0009636009118440642,0.00020103184920605547,0.00016819173499516997,4.020875083803529e-05,0.0013627810509938849,0.0032762974325428545,I-B,0.009473016452437335,I
subject_29_day13,11856,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11442,0,0,0,273,0,39,0,69,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0032250202875424576,0.010133676094810142,0.00130435388638837,0.012289141169858096,0.014109625656148725,0.0012488585682198,0.002588229785667475,0.0022063221466651264,0.0032639514847115835,0.0004970769312649016,0.0006109776932915205,0.003096885173860994,0.005873463980736821,III-B,0.014109625656148725,III
subject_29_day15,13164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13036,0,0,0,95,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.003176203140420645,0.009312702416084524,0.0004960234145485712,0.0038633855600172344,0.006449790355302022,0.0003910063210194583,0.0008450938816899887,0.0006930460688616478,0.0003788807169645517,0.00013194529706293638,6.417320724667511e-05,0.0008658245776860479,0.0026442541894220344,I-B,0.009312702416084524,I
subject_29_day16,10929,0,0,0,42,0,0,0,0,0,0,0,0,65,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10528,0,0,0,46,0,0,0,0,0,0,0,7,152,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0031853236798567884,0.00939170504390765,0.0005429289567585487,0.002440111683477047,0.005357896521623695,0.00036348763489672196,0.0007067323469696877,0.0013975017741470826,0.00026065660644768765,0.0001370278345863992,0.00016833378497704504,0.0010324290831814549,0.002225250389947033,I-B,0.00939170504390765,I
subject_29_day17,9883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9779,0,0,0,17,0,8,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.003166323933581711,0.009106142301552449,0.00028104582760626564,0.0010925794687868132,0.004015432546463827,0.00019250833662431244,0.0003245150118598526,0.0004476951507983692,6.752095018848497e-05,5.7904572750743026e-05,3.30125198064072e-05,0.00027127919463422717,0.0016177841803423426,I-B,0.009106142301552449,I
subject_29_day23,5870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,5545,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002622281062336568,0.043672846222648894,0.04614906967688633,0.9941015065249288,0.8050276035457997,0.05296269427143818,0.1138484239941499,0.07472666689331905,0.017445048913071293,0.011596978025593984,0.0009285992296780111,0.12152187417302046,0.23695606252200246,III-A,0.9941015065249288,III
subject_29_day25,11162,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,434,0,0,0,7636,0,0,0,1956,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0025826336224439726,0.04672825778609745,0.059007032436552295,0.8747435624311024,0.9012725854219976,0.09422043932565954,0.20434308340648966,0.12199512434734602,0.16492482767883287,0.02115032055209034,0.02632867922072536,0.15879904944305084,0.2649700199740978,III-B,0.9012725854219976,III
subject_29_day26,13865,0,0,0,2,0,0,0,0,0,0,645,0,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,69,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2693,0,0,0,9980,0,58,0,142,0,0,14,19,23,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.0031425090310496315,0.04657409646659245,0.051235284139372235,0.8965023164206383,0.8697014167684156,0.07434481433606374,0.15913861475955154,0.094403415969248,0.02588471112125679,0.012864762677895181,0.0024919783214814176,0.13522929047020468,0.2564780505200341,III-A,0.8965023164206383,III
subject_29_day29,7617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5230,0,0,0,2348,0,0,0,0,0,0,5,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.00378100023859306,0.02683853976684063,0.019642277540872135,0.25194954802869823,0.24738839480180758,0.02457700055388115,0.05127684231634294,0.036620120331109465,0.0074602640873816855,0.005008213529752043,0.00042894843918114063,0.05176379352576748,0.09440471306621966,III-A,0.25194954802869823,III
subject_29_day3,4897,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,0,0,3634,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0032667620845226075,0.045627554701065755,0.046549735770064674,0.882255364448312,0.8186784279368519,0.05913416408175841,0.1275378327842873,0.08523794580448256,0.017440423575486877,0.011624994524723438,0.0009411045504571114,0.1267994812016745,0.24334670217272075,III-A,0.882255364448312,III
subject_29_day30,21671,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18297,0,0,0,3266,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0.0035215670702105047,0.016808678951506097,0.008233487848766537,0.09633132715621984,0.0922655363086656,0.00960718046364596,0.019752812565935057,0.013759364160333734,0.0031147342730245267,0.00211362381703564,0.0001772049501194723,0.020491160499621824,0.0377508120998647,III-A,0.09633132715621984,III
subject_29_day32,19540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19321,0,0,0,176,0,19,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.003182244408897721,0.009395568906330032,0.0005752441775830393,0.004778450051925053,0.0072621911102939305,0.0004841581965603548,0.0010303312868410683,0.0008127956693061427,0.00016376410171501456,0.00013776052292083989,2.027849200108779e-05,0.0010346954740888463,0.0029929479233689435,I-B,0.009395568906330032,I
subject_29_day33,18800,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16340,0,0,0,2374,0,17,0,36,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003470664889919138,0.015420544312060082,0.006760498136298365,0.07761425950523851,0.07443456977949955,0.0077563131361948956,0.01593828877856232,0.011217289182645699,0.0036027088388731637,0.0017996855013124274,0.00036699155477762965,0.01674269636414067,0.030681305912459576,III-A,0.07761425950523851,III
subject_29_day35,11447,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8357,0,0,0,2942,0,43,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0037237623402591184,0.02369503688708897,0.016253332293340937,0.19623194176705766,0.19210656741084192,0.0208044069058953,0.042971405295280825,0.029090863851195636,0.007689162846655122,0.004209609529560267,0.0006581039353631974,0.041583093368791,0.07536703513564064,III-A,0.19623194176705766,III
subject_29_day36,7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5659,0,0,0,1433,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003628143671397215,0.019888131967084024,0.011601390423288591,0.13919016106674148,0.13405122112855253,0.013858770377011009,0.02863904821812646,0.02010609971628661,0.004400276573174352,0.002972494589599135,0.0002525932103453035,0.029453314358581673,0.053848282815504335,III-A,0.13919016106674148,III
subject_29_day38,19674,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19436,0,0,0,175,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.003181299240050077,0.0093959524416177,0.0005841464743952967,0.004726676459410868,0.007227061362246181,0.0005185278960018853,0.0010693934663962104,0.000851889524504996,0.00017013098633109462,0.00013817329549782928,2.4455201990299692e-05,0.0010315665694229277,0.0029825054639651375,I-B,0.0093959524416177,I
subject_29_day39,19000,0,0,0,48,0,0,0,0,0,0,0,0,123,12,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,18544,0,0,0,24,0,0,0,0,0,0,0,14,85,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0031680616638960607,0.009150134122248316,0.00030707347585536314,0.0008781893298231794,0.003867925876533221,0.00019104863122931231,0.0003407084179494677,0.0006445920646638518,0.00010100163928198276,8.890459372668944e-05,7.684608698374649e-05,0.000486097121545615,0.001564932899816073,I-B,0.009150134122248316,I
subject_29_day4,20259,0,0,0,0,0,0,0,0,0,0,26,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8498,0,0,0,11591,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0.0036899265172821703,0.04189673358131402,0.0394744423946631,0.6420699656299478,0.638844655011709,0.0515944006642236,0.11068409799719199,0.07820986250815683,0.014827027609768575,0.009924630058128346,0.0008067663507389063,0.10949417166026859,0.20535372291135262,III-A,0.6420699656299478,III
subject_29_day40,16507,0,0,0,8,0,0,0,0,0,0,16,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,16,0,0,0,0,0,0,0,8593,0,0,0,94,0,5,0,7130,0,0,20,30,339,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002558777495345472,0.012589572021088166,0.008887255842075475,0.006310225278136863,0.018094164391699502,0.002724290066078419,0.00837754224852089,0.05794843565441992,0.46706417262435773,0.020795555247552982,0.06845180398236421,0.04238189973257815,0.00497462991537017,IV-C1,0.46706417262435773,IV-C
subject_29_day41,16168,0,0,0,7,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10252,0,0,0,605,0,0,0,5235,0,0,0,2,18,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002975949699614261,0.01409080556455189,0.008332799375804438,0.027869542131056364,0.03725446514022016,0.004607295530218227,0.011490735738211728,0.0415407676799555,0.29342197495091943,0.015211921886426531,0.04746014695678898,0.034749565416824266,0.013785716681403317,IV-C1,0.29342197495091943,IV-C
subject_29_day42,10929,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9112,0,0,0,288,0,20,0,1477,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032316231564080995,0.011757903661066766,0.0035641844763755343,0.016555412178950006,0.020830658360974322,0.0022128096844710524,0.005162948226060158,0.013455698302548641,0.08510742648652407,0.0053558202553094245,0.01582419460725802,0.012779222864552693,0.00810842184283903,IV-C1,0.08510742648652407,IV-C
subject_29_day5,24045,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8292,0,0,0,15605,0,70,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.0035318522600915926,0.04421436558154038,0.04314739323712325,0.7591446678128448,0.7363493306876788,0.055341767765182286,0.1192767156998634,0.0834729792428055,0.016208496469662447,0.010831755348150214,0.0008798454593361266,0.11962576395072919,0.2268621306180468,III-A,0.7591446678128448,III
subject_29_day6,20377,0,0,0,404,0,0,0,0,0,0,0,0,92,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,16270,0,0,0,3190,0,0,0,3,0,0,18,31,118,0,0,5,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.00353779122191043,0.01776023829964877,0.009260203239016877,0.10589825858834159,0.10326697331907582,0.011113330489352336,0.02263424659202366,0.016888921556179163,0.0036983196617185942,0.0024036019768259673,0.00037182358282095395,0.023632905434017207,0.04219954819538308,III-A,0.10589825858834159,III
