"sampleID","read_count","g_Acidaminococcus","g_Acinetobacter","g_Actinobaculum","g_Actinomyces","g_Actinotignum","g_Aerococcus","g_Aeromonas","g_Agrobacterium","g_Alistipes","g_Alloiococcus","g_Alloprevotella","g_Alloscardovia","g_Anaerococcus","g_Anaeroglobus","g_Anoxybacillus","g_Aquabacterium","g_Arcanobacterium","g_Arthrobacter","Atopobium_deltae","Atopobium_minutum","g_Bacillus","g_Bacteroides","g_Barnesiella","g_Bifidobacterium","g_Bilophila","g_Blautia","g_Bradyrhizobium","g_Brevibacterium","g_Bulleidia","g_Burkholderia","g_Butyricimonas","g_Campylobacter","g_Capnocytophaga","g_Cardiobacterium","g_Catonella","g_Chlamydia","g_Chryseobacterium","g_Citrobacter","g_Cloacibacterium","BVAB2","BVAB1","g_Clostridioides","g_Clostridium","g_Collinsella","g_Comamonas","g_Corynebacterium","g_Criibacterium","g_Cronobacter","g_Curtobacterium","g_Cutibacterium","g_Dakarella","g_Delftia","g_Dermabacter","g_Desulfovibrio","g_Dialister","g_Dorea","g_Eggerthella","g_Eggerthia","g_Eikenella","g_Enterobacter","g_Enterococcus","g_Eremococcus","g_Erwinia","g_Erysipelatoclostridium","g_Escherichia","g_Ezakiella","g_Facklamia","g_Faecalibacterium","g_Fannyhessea","g_Fenollaria","g_Filifactor","g_Finegoldia","g_Fusobacterium","Gardnerella_vaginalis","g_Gemella","g_Geobacillus","g_Gleimia","g_Globicatella","g_Granulicatella","g_Haemophilus","g_Hafnia","g_Herbaspirillum","g_Janibacter","g_Janthinobacterium","g_Jonquetella","g_Klebsiella","g_Lachnoanaerobaculum","g_Lachnoclostridium","g_Lachnospira","g_Lactiplantibacillus","Lactobacillus_acidophilus","Lactobacillus_amylovorus","Lactobacillus_casei","Lactobacillus_coleohominis","Lactobacillus_crispatus","Lactobacillus_curvatus","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_helveticus","Lactobacillus_iners","Lactobacillus_jensenii","Lactobacillus_johnsonii","Lactobacillus_kefiranofaciens","Lactobacillus_kitasatonis","Lactobacillus_mucosae","Lactobacillus_mulieris","Lactobacillus_reuteri","Lactobacillus_rhamnosus","Lactobacillus_ruminis","Lactobacillus_vaginalis","g_Lactococcus","g_Lancefieldella","g_Leptotrichia","g_Leuconostoc","g_Ligilactobacillus","g_Limosilactobacillus","g_Listeria","g_Mageeibacillus","g_Massilia","g_Megasphaera","g_Methylobacterium","g_Micrococcus","g_Mobiluncus","g_Mogibacterium","g_Moraxella","g_Morganella","g_Murdochiella","g_Mycoplasma","g_Negativicoccus","g_Neisseria","g_Odoribacter","g_Olegusella","g_Oligella","g_Olsenella","g_Pantoea","g_Parabacteroides","g_Paraburkholderia","g_Paracoccus","g_Parvimonas","g_Pauljensenia","g_Pectobacterium","g_Pediococcus","g_Peptococcus","g_Peptoniphilus","g_Peptostreptococcus","g_Phocaeicola","g_Photobacterium","g_Porphyromonas","Prevotella_amnii","Prevotella_baroniae","Prevotella_bergensis","Prevotella_bivia","Prevotella_buccae","Prevotella_buccalis","Prevotella_colorans","Prevotella_copri","Prevotella_corporis","Prevotella_dentalis","Prevotella_denticola","Prevotella_disiens","Prevotella_histicola","Prevotella_intermedia","Prevotella_lascolaii","Prevotella_loescheii","Prevotella_marshii","Prevotella_melaninogenica","Prevotella_micans","Prevotella_nigrescens","Prevotella_oralis","Prevotella_oris","Prevotella_pleuritidis","Prevotella_ruminicola","Prevotella_shahii","Prevotella_stercorea","Prevotella_timonensis","Prevotella_veroralis","g_Propionimicrobium","g_Pseudoflavonifractor","g_Pseudoglutamicibacter","g_Pseudomonas","g_Psychrobacter","g_Rahnella","g_Ralstonia","g_Raoultella","g_Rhodococcus","g_Roseburia","g_Rothia","g_Ruminococcus","g_Sanguibacter","g_Schaalia","g_Serratia","g_Shigella","g_Slackia","Sneathia_amnii","Sneathia_sanguinegens","g_Solobacterium","g_Sphingobium","g_Staphylococcus","g_Stenotrophomonas","g_Streptococcus","g_Sutterella","g_Tannerella","g_Treponema","g_Trueperella","g_Ureaplasma","g_Urinicoccus","g_Vaginella","g_Varibaculum","g_Variovorax","g_Veillonella","g_Weissella","g_Winkia","g_Xanthomonas","g_Eubacterium","I.A_sim","I.B_sim","II_sim","III.A_sim","III.B_sim","IV.A_sim","IV.B_sim","IV.C0_sim","IV.C1_sim","IV.C2_sim","IV.C3_sim","IV.C4_sim","V_sim","subCST","score","CST"
"subject_127_day_15",1191498,0,22,0,0,0,5838,0,0,27,0,0,0,123,0,0,0,0,0,0,0,48827,215,0,97,0,84,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,686,0,0,0,330,36,26,0,0,147,46,0,0,0,50,92643,0,0,0,34462,53,0,393,121,29,0,692,0,16988,0,0,0,0,0,0,0,0,0,0,0,307,0,0,31,0,26,0,63,29,231572,0,0,927,0,295859,56977,0,0,0,0,0,0,0,0,224,0,0,0,0,0,55032,12991,162,46198,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,3019,312,188,0,39,31,0,0,2686,0,75,101,0,92,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,123022,0,0,0,0,0,205,0,67,0,0,0,127065,0,50,0,0,26,25383,39,353,0,0,0,0,3598,0,0,24,0,41,0,0,0,625,0.216701912415587,0.314460881814199,0.0332218105468969,0.309810768648537,0.500830031687776,0.0624163562130837,0.140057980617994,0.178922297931969,0.0154662093262016,0.122600107204284,0.00458154006788002,0.132396437537234,0.245365611629378,"III-B",0.500830031687776,"III"
"subject_127_day_6",518829,0,0,0,0,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,437,0,0,0,1503,0,0,0,308,0,0,31,0,107668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24463,0,0,107,0,314959,24092,0,0,0,0,0,0,0,0,103,0,0,0,0,0,775,63,186,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22734,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,251,0,98,0,0,0,0,1430,0,0,0,0,44,0,0,0,0,0.0378472872820591,0.0884045353284321,0.0677580774357448,0.804844596846127,0.944794196036449,0.148104462039751,0.327948296624117,0.125670899891382,0.0239288843802486,0.0177901414878419,0.00279329430547806,0.150681237844705,0.337144846553023,"III-B",0.944794196036449,"III"
"subject_127_day_19",62518,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,1342,0,0,0,0,0,0,55,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34686,0,0,166,0,11294,6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,44,0,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,377,0,0,0,0,36,0,0,0,0,0.720523832591662,0.892457419927586,0.0231708873381484,0.166611672315979,0.319942494005211,0.0284305114300974,0.0687211008942875,0.100390480883045,0.0125865083428871,0.0330676421011966,0.00345271979731629,0.0508605650977504,0.197681172650001,"I-B",0.892457419927586,"I"
"subject_127_day_14",131530,0,0,0,0,0,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,85,0,0,0,0,0,153,0,0,0,943,0,0,0,161,0,0,44,0,27553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6287,0,0,124,0,66422,12578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,16,47,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5629,55,0,0,0,0,0,0,956,0,0,23,0,23,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,68,0,59,0,0,0,0,495,0,0,0,0,127,0,0,0,39,0.0417506076954935,0.09524319811066,0.06949853465693,0.686042215120272,0.893401266234901,0.172034958906887,0.388718619904848,0.145411627427605,0.0244197545049936,0.0187280210757294,0.00349520171181976,0.151914865805351,0.413781316888978,"III-B",0.893401266234901,"III"
"subject_127_day_11",622735,0,0,0,0,0,7143,0,0,0,0,0,0,326,0,0,0,0,0,49,91,80,72,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,148,34,0,0,0,0,212,112,0,0,87,411,0,0,0,1029,0,0,0,0,0,155,0,0,0,2707,117,0,0,201,1402,0,896,25,97304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11037,0,0,646,0,383395,33566,0,0,0,0,0,0,0,0,129,0,0,0,0,0,492,32,239,15782,0,0,57,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,8988,1983,0,0,286,208,0,188,17379,0,445,1218,0,275,0,0,17000,0,197,0,0,0,0,0,51,0,32,0,0,0,0,5400,21,0,0,0,6819,0,0,0,0,0,38,0,0,0,0,0,0,27,167,0,0,0,364,23,591,0,0,0,0,2637,0,0,0,0,275,0,0,0,0,0.0157695934201311,0.06336654076173,0.0646363711412576,0.835705986556819,0.952123946857497,0.129095132119616,0.283342117098873,0.124629322559297,0.0233992997946182,0.0157450064646712,0.00283414609486759,0.15140784559121,0.34669450157676,"III-B",0.952123946857497,"III"
"subject_120_day_17",20300156,533,0,0,693,1783,82182,0,0,0,0,294,0,21512,0,0,0,239,0,18432,37071,34,4475,0,4545,0,119,0,0,0,0,0,1996,0,0,0,0,0,0,0,592200,2596,2159,0,0,0,768,449,0,0,2134,0,21,0,0,159125,522,0,208,0,0,17,0,0,30,1159,2891,44,1316,462447,349304,23,8519,6175,4395880,461,0,0,0,0,314,0,0,0,0,0,0,52,0,61,0,0,0,0,0,0,0,0,75,0,76044,167,0,0,0,0,0,0,0,0,0,50,0,0,0,0,25,0,552,20191,3581,0,123,36326,0,0,0,3135,0,505,331,548,246,0,96,0,20,0,0,1016,0,0,0,40,2633030,444546,69,0,259109,29030,229,41458,3303963,9787,120573,825785,2961,82045,1610,207,658532,174,9235,0,0,0,3169,50,3489,20,4927,0,25,550,0,2229783,2288,0,0,0,7909,0,0,0,0,0,28,71,1053,0,1186,0,0,2612,3197035,26699,342,0,637,31,3491,1087,5524,0,0,13180,280,0,6412,0,59620,0,190,0,269,0.000475493257888258,0.00770212335223478,0.0357569293562652,0.00631350132849581,0.0471560258296834,0.190410939417111,0.396851389595843,0.158716514669262,0.0128185982406135,0.00631398588929797,0.00920037543770347,0.0291462322861453,0.0371607708968191,"IV-B",0.396851389595843,"IV-B"
"subject_164_day_4",7406727,0,0,0,687,0,61,0,0,0,0,31,21,22317,0,0,0,0,125,620,1411,0,965,0,0,0,0,0,0,49,0,0,2561,0,0,0,0,0,0,0,9325,721,313,0,0,0,2040,40,0,0,0,0,25,57,0,30009,398,0,0,0,0,0,28,0,0,1132,278,95,73,116276,3182,0,16880,105,1024682,14686,0,117,0,685,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12406,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2706,529,0,0,33,0,0,0,80,0,83,9284,397,60,0,0,0,0,0,0,7426,0,0,0,2020,55268,30419,1663,0,66777,31189,0,9960,4330177,171,12798,7738,0,7296,342,273,587414,69,5112,0,0,829,195,0,624,14104,2558,96,0,104,0,574274,3885,189,0,121,3204,0,0,0,0,0,0,0,49,0,3271,0,0,445,313,91600,133,40,187,0,3553,81,0,0,49,18628,474,0,677,0,250483,0,4529,0,43,0.000405446841526478,0.0053784057371453,0.0172943733711887,0.0028696127964959,0.021785493847763,0.0578905323786971,0.116559250308821,0.0872497277814094,0.00926945534498768,0.004563929588543,0.0153050146097741,0.0175836887223366,0.0173359140905446,"IV-B",0.116559250308821,"IV-B"
"subject_48_day_31",15836932,0,0,0,185,0,19366,0,0,0,0,0,0,7032,0,0,0,0,0,142,964,318,373,0,0,0,0,0,0,0,0,0,89,0,0,98,0,0,0,0,3353,3854,0,0,0,0,1042,56,0,0,39,0,29,24,0,19556,0,0,0,0,0,269,0,0,0,0,0,0,0,302040,75,0,164,0,5853024,1861,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,239,27818,1787,369033,0,3821,447,0,0,0,0,0,81,30,1130,0,0,17,0,93,0,0,73,0,0,0,0,3250556,252,217,0,147482,6725,94,2795,2836257,0,15156,1465175,2424,13034,108,0,15782,92,1362,0,0,88,3422,0,2910,133,1807,0,0,66,0,1365099,737,0,0,0,2236,0,0,51,0,0,1941,0,193,0,0,0,0,0,0,0,0,38,685,14,412,0,782,0,0,21413,0,0,0,0,189,0,52,0,455,0.0006335340888277,0.00988611913267374,0.0496468709220067,0.00721958347287097,0.0648088251872183,0.251698143464829,0.545210105636166,0.127751851795131,0.0163559054002362,0.00869883719648141,0.00918349455440038,0.0368286510298537,0.0505962848682354,"IV-B",0.545210105636166,"IV-B"
"subject_48_day_19",19636087,0,0,0,61,46,5407,0,0,282,0,0,0,6733,0,0,0,198,0,532,2740,83,4279,0,475,45,786,0,0,0,0,0,7612,0,0,149,0,0,0,0,5034,5330,0,0,0,0,1374,190,0,0,123,0,0,62,0,34611,325,0,38,0,0,63,0,0,0,247,3701,22,3383,896792,36496,0,2953,0,6846864,1042,0,0,0,34,665,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,32699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,75,41122,1218,555593,0,471,6418,0,0,0,195,0,2160,152,3908,203,0,57,0,657,0,0,354,0,0,0,63,3535990,591,3492,0,103954,6712,18,5816,934032,15,73589,1529352,975,19467,235,21,22985,32,1566,0,0,278,9935,0,2139,263,1103,0,0,149,0,4850824,252,164,0,0,1387,0,0,28,0,0,3660,17,607,0,232,0,0,57,0,0,0,26,1289,0,718,215,2306,0,0,2403,433,0,629,0,681,0,323,0,2202,0.000579919094347222,0.00924931701235909,0.0493278082555821,0.00529658815730504,0.059114020981907,0.245529342884898,0.517602486146893,0.118007525144728,0.0152664986054359,0.00772991315180695,0.00542104261990054,0.0334838258164441,0.0469426262899507,"IV-B",0.517602486146893,"IV-B"
"subject_48_day_26",32036122,0,0,0,214,39,12399,0,0,0,0,0,15,7434,0,0,0,0,0,997,6141,189,680,0,0,0,0,0,0,0,0,0,341,0,0,216,0,0,0,0,11908,11285,0,0,0,0,490,219,0,0,112,0,19,0,0,69251,0,0,27,0,0,138,0,0,0,0,38,15,0,2037777,352,0,421,0,11412773,1327,0,0,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,147,89249,1331,959773,0,131,9190,0,0,0,0,0,605,66,5801,16,0,156,0,353,0,0,617,0,0,0,61,6284179,426,1024,0,323405,7577,0,9214,437004,0,48678,5169404,425,14139,400,0,15865,27,4367,0,0,185,13370,0,1642,576,856,0,0,241,0,4983925,107,28,0,0,1529,0,0,43,0,0,6146,0,1154,0,35,0,0,223,0,0,0,38,233,0,553,38,3359,0,0,7734,58,0,28,0,779,0,14,0,1530,0.00055809551419122,0.00895767157535343,0.0487766246363258,0.00530677069625484,0.0603164415083426,0.253936311004626,0.533998880091527,0.105092429049616,0.014949100674236,0.00773776136743001,0.00432194082784824,0.0331727190135408,0.0477428731577772,"IV-B",0.533998880091527,"IV-B"
"subject_48_day_30",19896237,0,0,0,157,0,6167,0,0,0,0,0,0,8763,0,0,0,0,0,487,2375,175,882,0,0,0,0,0,0,0,0,0,376,0,0,152,0,0,0,0,6970,6954,0,0,0,0,0,110,0,0,0,0,0,0,0,79374,0,0,0,0,0,147,0,0,0,0,0,0,0,791261,185,0,214,0,5011087,3282,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,114,52146,1224,867610,0,98,8302,0,0,0,0,0,228,68,3123,0,0,103,0,207,0,0,224,0,0,0,547,2485562,534,509,0,1147926,8139,14,7931,1022954,0,52994,4419334,1080,13619,195,0,18148,53,3807,0,0,219,8793,0,2050,410,1090,0,0,151,0,3790739,244,0,0,0,1429,0,0,33,0,0,3707,0,596,0,0,0,0,70,0,0,0,33,171,0,469,48,1828,0,0,3878,57,0,20,0,436,0,0,0,821,0.000462487411365254,0.0075791448245795,0.0388009820387151,0.00490436111654441,0.0477633928365805,0.213062491880419,0.412347514034642,0.117020504405689,0.0123100039833107,0.00626932935630805,0.0048373655758126,0.0277117363177635,0.0378071052998627,"IV-B",0.412347514034642,"IV-B"
"subject_48_day_32",24666650,0,0,0,988,0,35104,0,0,68,0,0,0,16334,0,0,0,0,0,330,1515,60,2593,0,77,0,819,0,175,0,0,0,785,0,0,114,0,0,0,0,4545,5226,0,0,0,0,2315,68,0,0,198,0,30,0,0,119122,223,0,18,0,0,49,0,0,0,0,23,0,1906,480103,485,0,806,0,6091565,3601,0,0,0,67,553,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,87627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,53,34674,1788,648152,0,171,5900,0,0,0,0,0,308,69,1817,0,0,92,0,293,0,0,257,0,0,0,1265,3331496,6355,1191,0,839531,16334,175,6213,7279551,0,38236,2817342,6078,30707,113,0,63587,301,2661,0,0,194,5664,0,7061,259,4835,0,0,134,0,2616138,1796,14,0,0,1893,0,0,72,0,0,1986,0,650,0,54,0,0,91,0,0,0,30,6161,0,5731,259,954,0,0,18046,77,0,19,0,512,0,42,0,1461,0.000543568975266826,0.00839223965887542,0.0367551518032937,0.00617045683173762,0.0482034374916186,0.183185406910031,0.368918354781399,0.148314391313542,0.0137235044998226,0.00710027232856698,0.0123220983878757,0.030714269816461,0.0377505824176349,"IV-B",0.368918354781399,"IV-B"
"subject_48_day_15",30348189,0,0,0,99,81,19537,0,0,0,0,0,13,64260,0,0,0,21,0,587,3171,189,989,0,0,0,0,0,0,0,0,0,2227,0,0,297,0,0,0,0,10703,10870,0,0,0,0,361,278,0,0,109,0,40,0,0,28684,256,0,71,0,0,154,0,0,0,0,209,0,774,1060806,1739,0,1056,0,12533210,1772,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,75186,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,537,162,89637,3342,708229,0,114,65585,0,0,0,80,0,347,72,5693,23,0,61,0,383,0,0,278,0,0,0,221,7435189,459,1026,0,77396,7522,47,6347,1649492,0,52303,360551,2135,18788,442,0,15320,56,518,0,0,238,11758,0,3021,293,1458,0,0,246,0,5969750,434,39,0,0,3631,0,0,116,0,0,6119,0,960,0,89,0,0,56,0,0,0,93,268,0,658,0,3671,0,0,21793,95,0,100,0,651,0,31,0,1160,0.000651509677065682,0.0100803230899539,0.0532906901746565,0.00641126048177726,0.0656035097745975,0.253001642578796,0.546623700964138,0.110894990233164,0.0166588492907724,0.00850997027720129,0.00596945540626125,0.0357304233665273,0.051442294574536,"IV-B",0.546623700964138,"IV-B"
"subject_48_day_28",18738845,0,0,0,23,0,20020,0,0,0,0,0,0,3792,0,0,0,33,0,705,3698,239,212,0,0,0,0,0,0,0,0,0,1553,0,0,239,0,0,0,0,9574,8725,0,0,0,0,584,231,0,0,29,0,28,0,0,53706,0,0,0,0,0,171,0,0,0,0,423,0,0,1259024,2635,0,809,0,9050783,1402,0,0,0,29,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,174,71462,1304,679147,0,125,1095,0,0,0,39,0,426,32,2079,59,0,146,0,133,0,0,151,0,0,0,0,3152420,139,332,0,72897,3073,0,3675,337296,0,25957,1965303,262,6517,161,0,7287,0,1649,0,0,68,5116,0,651,225,428,0,0,91,0,1868487,87,29,0,0,1555,0,0,46,0,0,5093,0,538,0,44,0,0,0,0,0,0,32,451,0,742,0,1385,0,0,48434,112,0,102,0,352,0,68,0,1019,0.000619452812296276,0.00982286854225422,0.0573100911130007,0.00696940238931923,0.0732893027515926,0.286165379590689,0.633749577422726,0.0816435379702696,0.0168419104696978,0.00922963106290667,0.0039964146004474,0.0382809203150569,0.0570651241342992,"IV-B",0.633749577422726,"IV-B"
"subject_48_day_13",16677626,0,0,0,486,37,7984,0,0,0,0,0,0,40356,0,0,0,0,0,329,2088,182,521,0,0,0,0,0,0,0,0,0,986,0,0,158,0,0,0,0,5814,6462,0,0,0,0,142,185,0,0,16,0,23,0,0,17792,207,0,49,0,0,168,0,0,0,0,175,0,537,670438,1129,0,288,0,6260207,1445,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,178,48242,1906,570457,0,336,10969,0,0,0,27,0,223,45,2925,0,0,32,0,152,0,0,175,0,0,0,130,4295737,623,563,0,74577,4392,19,2830,1228516,0,24114,162525,1547,10776,160,0,9019,32,325,0,0,162,6117,0,1959,133,959,0,0,100,0,3150880,260,0,0,0,2215,0,0,30,0,0,3273,0,623,0,38,0,0,37,0,0,0,41,223,0,364,0,1795,0,0,20513,70,0,0,0,475,0,0,0,712,0.000634277350618818,0.00981069946223223,0.0505268673978571,0.004887102372842,0.0608713433070279,0.246312100128325,0.522376324153726,0.12166129239129,0.0162244341753742,0.00821126725927486,0.00672373311374672,0.0342603807812225,0.0483454433292944,"IV-B",0.522376324153726,"IV-B"
"subject_48_day_29",30275736,0,21,0,27,36,19404,0,0,0,0,0,0,6134,0,0,0,0,0,587,3060,121,1087,0,0,0,0,0,0,0,0,0,221,0,0,289,0,0,0,0,16588,11873,0,0,0,0,147,264,0,0,51,0,0,0,0,58112,0,0,21,0,0,107,0,0,0,0,57,0,0,1031411,260,0,416,0,10007040,1064,0,0,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,74,121339,1111,614964,0,80,2916,0,0,0,0,0,517,96,7201,0,0,109,0,459,0,0,499,0,0,0,16,5220295,77,1331,0,278442,9737,0,11970,505513,0,58399,5577804,401,18025,480,0,18747,29,4627,0,0,274,16545,0,1861,689,1039,0,0,276,0,6554333,129,19,0,0,1259,0,0,26,0,0,8704,0,1050,0,0,0,0,0,0,0,0,31,177,0,683,0,3840,0,0,16378,26,0,0,0,570,0,23,0,1934,0.000537490298189798,0.0086364138421641,0.0465139457883256,0.00510218515130247,0.0561311586689837,0.233807844230999,0.483456918516904,0.106709909227362,0.0142549310936794,0.0072012580147304,0.00426076950502892,0.0313636083002304,0.0445667591777064,"IV-B",0.483456918516904,"IV-B"
"subject_48_day_11",45514834,0,0,0,9480,119,18578,0,0,0,0,30,31,263293,0,0,0,58,0,1247,6672,135,3623,0,30,0,0,0,0,0,0,0,9270,0,0,312,0,0,0,0,11700,13539,42,0,0,0,533,1693,0,0,70,0,71,0,0,398508,783,0,113,0,0,114,0,0,0,0,1739,0,8731,2293334,66034,0,3049,21,4607576,3598,0,0,0,134,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33329,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,866,95,85180,4011,2805452,0,95,82573,0,0,0,636,0,609,159,6782,19,0,159,0,343,0,0,465,0,0,0,10642,3254655,116400,1215,0,3784329,34453,327,14741,17257706,0,94447,910847,17225,71599,401,36,125754,481,2582,0,0,604,15949,0,18989,307,11370,0,0,294,0,8985579,3947,143,0,0,4217,0,0,229,0,0,6655,0,1718,0,2443,0,0,1319,0,24,36,67,186,0,1604,661,3877,0,0,6578,919,0,67,0,2483,0,0,0,1013,0.000409824857848691,0.00591906030590401,0.0192631203717297,0.0021742661451099,0.0214850768546893,0.0856713668881629,0.145976332035849,0.140113779755032,0.00908289119090198,0.00443707430139279,0.0137569843753044,0.0179297390267919,0.0173887700188639,"IV-B",0.145976332035849,"IV-B"
"subject_48_day_23",45708921,0,0,0,1266,142,35123,0,0,0,0,0,19,11569,0,0,0,122,0,1500,5526,205,1919,0,0,0,0,0,0,0,0,0,10004,0,0,526,0,0,0,0,19393,18631,0,0,0,0,232,417,0,0,36,0,20,0,0,122168,0,0,57,0,0,160,0,0,0,0,80,33,127,1921140,7367,0,991,0,14221623,4382,0,0,0,42,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,166,146294,1961,1665917,0,242,32605,0,0,0,0,0,686,136,5353,59,0,414,0,355,0,0,625,0,0,0,1122,8112480,16188,990,0,941450,15371,27,14356,1322790,0,85063,9574574,1617,24331,417,0,55777,46,7918,0,0,467,14776,0,3257,751,1831,0,0,202,0,7153646,328,97,0,0,2133,0,0,74,0,0,10503,0,1474,0,397,0,0,629,0,0,0,62,201,0,815,543,3092,0,0,19723,317,0,130,0,1134,0,67,0,2126,0.000519368262612842,0.00838363275176924,0.0444123342712908,0.00495247596839253,0.0548827724365575,0.237283380430517,0.48186247360246,0.109601905039214,0.0138673459255138,0.00712907938939434,0.00459724798293208,0.0308026799926295,0.0435065650431125,"IV-B",0.48186247360246,"IV-B"
"subject_48_day_25",31786554,0,33,0,169,46,17580,0,0,0,0,0,0,6119,0,0,0,0,0,878,4411,152,621,0,0,0,0,0,0,0,0,0,729,0,0,225,0,0,0,0,11624,11054,0,0,0,0,81,210,0,0,85,0,18,0,0,72075,0,0,41,0,0,114,0,0,0,0,61,0,0,1479410,671,0,364,0,12552745,1289,0,0,0,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,95,88675,921,746422,0,133,3276,0,0,0,0,0,683,49,7210,15,0,88,0,449,0,0,640,0,0,0,15,6741420,215,1321,0,225502,5905,0,9106,340803,0,46616,3470537,344,15278,466,0,13704,15,2951,0,0,168,15114,0,1680,511,809,0,0,271,0,5794610,66,33,0,0,1088,0,0,24,0,0,6274,0,1329,0,16,0,0,134,0,0,0,26,224,0,607,18,4153,0,0,9973,45,0,31,0,776,0,0,0,1546,0.000599527409580915,0.0095139232402414,0.0521253964575901,0.00584804946911568,0.064151252747721,0.259396364985929,0.556627584237055,0.103457133682322,0.0158621627721716,0.00817556058589622,0.00443542934851361,0.034802033207108,0.0505671192215844,"IV-B",0.556627584237055,"IV-B"
